gene_id,average_length
ENSG00000203667.8,375
ENSG00000153187.15,2449.5
ENSG00000203666.11,445.5
ENSG00000185420.17,1198.5
ENSG00000143653.9,1290
ENSG00000277462.1,1170
ENSG00000188295.13,1266
ENSG00000196418.11,595.5
ENSG00000238243.3,945
ENSG00000177462.6,939
ENSG00000203663.3,939
ENSG00000184022.3,939
ENSG00000175137.10,1182
ENSG00000171163.14,1520
ENSG00000185220.10,1402.5
ENSG00000107929.13,2217
ENSG00000107937.17,1905
ENSG00000165568.16,808
ENSG00000134461.14,1000.5
ENSG00000198879.10,2685
ENSG00000123243.13,2508
ENSG00000151655.16,2841
ENSG00000185267.8,564
ENSG00000197889.8,267
ENSG00000176244.6,267
ENSG00000148468.15,2673
ENSG00000077943.7,3192
ENSG00000165985.9,768
ENSG00000148488.14,1197
ENSG00000120549.14,3867
ENSG00000151025.9,3648
ENSG00000077420.14,2001
ENSG00000148459.14,1248
ENSG00000189180.14,2382.6
ENSG00000075407.16,1006.5
ENSG00000256574.5,987
ENSG00000170324.18,3892.5
ENSG00000165383.9,786
ENSG00000204147.8,490.5
ENSG00000122870.10,2925
ENSG00000150347.13,3202.5
ENSG00000138311.14,1113
ENSG00000165732.11,2230
ENSG00000122859.4,645
ENSG00000156521.12,1449
ENSG00000107719.8,2571
ENSG00000166224.15,1707
ENSG00000166228.7,315
ENSG00000107738.18,936
ENSG00000138303.16,997.5
ENSG00000166321.12,741.6
ENSG00000166343.8,1383
ENSG00000189129.12,279
ENSG00000185737.11,1918
ENSG00000204033.8,1668
ENSG00000107771.14,2034.75
ENSG00000182771.16,3030
ENSG00000171862.8,1212
ENSG00000204022.8,1101
ENSG00000185745.9,1390.5
ENSG00000107864.13,2076
ENSG00000186188.9,1110
ENSG00000138207.11,603
ENSG00000119977.19,1644
ENSG00000155629.13,2418
ENSG00000203942.4,672
ENSG00000155256.16,1082.142857
ENSG00000155265.9,504
ENSG00000095713.12,1962
ENSG00000166024.12,1757
ENSG00000186862.16,2328
ENSG00000138136.6,846
ENSG00000107829.12,1704
ENSG00000059915.15,2506.5
ENSG00000107872.11,903
ENSG00000171206.12,1656
ENSG00000148843.12,5617.5
ENSG00000107957.15,3360
ENSG00000156384.13,718.5
ENSG00000197748.11,4998
ENSG00000120051.13,2619
ENSG00000108055.9,3654
ENSG00000169129.13,2477
ENSG00000151553.13,2257.5
ENSG00000182645.5,777
ENSG00000203837.4,1404
ENSG00000187164.16,1631.4
ENSG00000148908.13,525
ENSG00000107669.16,1550
ENSG00000138152.8,1521
ENSG00000213185.5,285
ENSG00000188816.3,822
ENSG00000203791.12,876
ENSG00000165660.7,1248
ENSG00000203780.9,1038
ENSG00000154493.16,2245.5
ENSG00000188916.7,1440
ENSG00000108001.12,1779
ENSG00000148814.16,1299
ENSG00000151651.14,2302
ENSG00000148824.17,1005
ENSG00000142102.14,2214
ENSG00000206013.2,399
ENSG00000185187.11,1233
ENSG00000185101.11,2349
ENSG00000177030.15,1335
ENSG00000177106.13,2148
ENSG00000205869.2,837
ENSG00000130598.14,549
ENSG00000130592.12,1086
ENSG00000070985.12,3498
ENSG00000021762.18,2538
ENSG00000167333.11,1458
ENSG00000180785.8,957
ENSG00000176900.2,984
ENSG00000223609.6,444
ENSG00000167355.6,939
ENSG00000175518.6,1428
ENSG00000121236.18,1320
ENSG00000258659.5,1467
ENSG00000132256.17,1076.25
ENSG00000183269.5,942
ENSG00000132259.11,1728
ENSG00000166311.8,1894.5
ENSG00000166313.17,1664
ENSG00000132275.9,1371
ENSG00000158042.8,528
ENSG00000149050.8,1821
ENSG00000166387.10,2390.25
ENSG00000175352.9,726
ENSG00000184014.6,3794
ENSG00000166471.9,630
ENSG00000205339.8,3117
ENSG00000133789.13,1671
ENSG00000133812.13,5539
ENSG00000110321.14,2667
ENSG00000166689.13,3667
ENSG00000187486.5,1042.5
ENSG00000006071.10,4759.2
ENSG00000166788.8,1425
ENSG00000179119.13,2058
ENSG00000171714.10,2713
ENSG00000187398.10,912
ENSG00000134343.11,2861
ENSG00000205213.12,2820
ENSG00000169519.18,962
ENSG00000007372.19,1122.5
ENSG00000135387.18,2107.5
ENSG00000110436.10,1711.5
ENSG00000166326.6,1035
ENSG00000179241.11,964.5
ENSG00000135362.12,862.5
ENSG00000148948.6,1923
ENSG00000166181.11,1481
ENSG00000052841.13,3298
ENSG00000052850.5,1236
ENSG00000019505.6,1281
ENSG00000165905.15,2119.5
ENSG00000135365.14,1998
ENSG00000110497.13,3695.25
ENSG00000180210.13,1869
ENSG00000134569.8,5718
ENSG00000165912.14,1275
ENSG00000030066.12,2442
ENSG00000174914.1,918
ENSG00000183908.5,897
ENSG00000186660.14,1713
ENSG00000242689.2,603
ENSG00000166840.12,899
ENSG00000166928.9,2064
ENSG00000156738.16,894
ENSG00000149506.9,1917
ENSG00000167987.9,1068
ENSG00000229859.7,1167
ENSG00000229183.7,1167
ENSG00000167986.12,3423
ENSG00000011347.8,1524.6
ENSG00000134780.8,3129
ENSG00000124920.12,3396
ENSG00000167995.14,1627
ENSG00000149503.11,2751
ENSG00000197745.2,252
ENSG00000124942.12,9061.5
ENSG00000168002.10,519
ENSG00000196600.11,1644
ENSG00000168005.7,1146
ENSG00000149743.12,660
ENSG00000173457.9,444
ENSG00000068831.17,1830
ENSG00000171219.8,4656
ENSG00000110046.11,5817
ENSG00000168070.10,591
ENSG00000168060.13,2223
ENSG00000204710.2,825
ENSG00000173039.17,1550
ENSG00000175467.13,2403
ENSG00000087365.13,2688
ENSG00000174903.13,606
ENSG00000174791.9,2352
ENSG00000174516.13,1323
ENSG00000172932.13,1818
ENSG00000175505.10,663
ENSG00000110697.11,3733.5
ENSG00000167800.9,1158
ENSG00000132746.13,1158
ENSG00000110066.13,1545.5
ENSG00000131626.14,3583.5
ENSG00000137497.16,6327
ENSG00000168010.9,1860
ENSG00000168014.15,6477
ENSG00000137486.15,1245
ENSG00000171533.10,1881
ENSG00000062282.13,1102.5
ENSG00000149262.15,2892
ENSG00000188997.6,783
ENSG00000182103.4,1281
ENSG00000137501.15,3076.333333
ENSG00000134627.10,2559
ENSG00000110318.12,3354
ENSG00000170903.9,1038
ENSG00000149313.9,930
ENSG00000170290.3,96
ENSG00000166266.12,2343
ENSG00000149311.16,4755
ENSG00000185742.6,594
ENSG00000137727.11,3512.25
ENSG00000150750.6,867
ENSG00000110777.10,771
ENSG00000204381.10,988
ENSG00000204370.7,383.25
ENSG00000150783.8,372
ENSG00000048028.10,2792.25
ENSG00000110244.6,1191
ENSG00000149577.14,2499
ENSG00000110274.13,4383
ENSG00000137648.15,1197.6
ENSG00000198851.8,624
ENSG00000118058.19,11914.5
ENSG00000172425.9,570
ENSG00000076706.13,1941
ENSG00000154114.11,1275
ENSG00000154127.8,1950
ENSG00000196119.6,930
ENSG00000134955.10,1512
ENSG00000150433.8,387
ENSG00000182934.10,1875
ENSG00000134909.17,5929
ENSG00000120451.9,1802.25
ENSG00000151503.11,4476
ENSG00000149328.13,1911
ENSG00000120645.10,2914.5
ENSG00000166159.9,1113
ENSG00000151065.12,1158
ENSG00000197905.7,1133
ENSG00000139190.15,353.25
ENSG00000111667.12,2542.5
ENSG00000111676.13,3573
ENSG00000182326.13,1816.5
ENSG00000111704.9,894
ENSG00000171847.9,1395
ENSG00000205846.3,630
ENSG00000205810.7,748.5
ENSG00000205809.8,696
ENSG00000013583.7,570
ENSG00000084444.12,1869
ENSG00000121316.9,1662
ENSG00000246705.4,390
ENSG00000151491.11,2469
ENSG00000172572.6,3426
ENSG00000121350.14,1396.5
ENSG00000004700.14,1950
ENSG00000134548.8,351
ENSG00000111731.11,3123
ENSG00000118307.17,2079.6
ENSG00000211455.6,1395
ENSG00000174236.3,711
ENSG00000087448.8,1518
ENSG00000110900.13,762
ENSG00000188375.4,408
ENSG00000139131.11,1434
ENSG00000175548.7,901.5
ENSG00000139116.16,4947.75
ENSG00000188906.12,7584
ENSG00000015153.13,482.25
ENSG00000173157.15,5733
ENSG00000151239.12,1063.5
ENSG00000185610.6,1020
ENSG00000177119.14,2739.6
ENSG00000189079.14,5508
ENSG00000079337.14,2709
ENSG00000177875.4,585
ENSG00000172640.3,954
ENSG00000181418.7,2136
ENSG00000123416.14,1356
ENSG00000186897.4,717
ENSG00000123352.16,1638
ENSG00000110844.12,2680.5
ENSG00000139644.11,801
ENSG00000086159.11,849
ENSG00000066084.11,4731
ENSG00000139567.11,1512
ENSG00000205426.9,1518
ENSG00000111057.9,1293
ENSG00000139637.12,1131
ENSG00000205352.9,372
ENSG00000135390.16,450
ENSG00000123338.11,3309
ENSG00000184954.4,939
ENSG00000135437.8,957
ENSG00000197728.8,348
ENSG00000065361.13,2290.5
ENSG00000110958.14,435
ENSG00000196531.9,3221
ENSG00000166860.2,2139
ENSG00000166881.8,1225.5
ENSG00000135506.14,1840.636364
ENSG00000139266.5,1041
ENSG00000061987.13,5096.25
ENSG00000177990.10,2277
ENSG00000184575.10,2889
ENSG00000149948.12,345
ENSG00000111596.10,1623
ENSG00000121749.14,2050.5
ENSG00000139289.12,1206
ENSG00000091039.15,2607
ENSG00000177425.9,1023
ENSG00000133641.16,978
ENSG00000049130.12,780
ENSG00000139323.12,1374
ENSG00000083782.6,969
ENSG00000102189.15,4236
ENSG00000177889.8,459
ENSG00000057704.9,1387.5
ENSG00000180263.12,4293
ENSG00000111647.11,2982
ENSG00000151572.15,2815.5
ENSG00000183395.4,498
ENSG00000139352.3,711
ENSG00000136011.13,7656
ENSG00000136010.12,2772
ENSG00000074590.12,1986
ENSG00000151136.13,2733
ENSG00000187855.5,519
ENSG00000110876.9,1263
ENSG00000189046.9,630
ENSG00000076555.14,7377
ENSG00000204856.10,822
ENSG00000122986.12,792
ENSG00000111245.13,501
ENSG00000204842.13,3293.25
ENSG00000111271.13,3226.5
ENSG00000089169.13,2079
ENSG00000089127.11,1160
ENSG00000111335.11,1581
ENSG00000123064.11,2647.5
ENSG00000186815.11,2455
ENSG00000089060.10,1671
ENSG00000257218.4,411
ENSG00000110871.13,984
ENSG00000175970.8,756
ENSG00000139714.11,723
ENSG00000111011.16,1305
ENSG00000130787.12,3207
ENSG00000182196.12,633.5
ENSG00000111361.11,918
ENSG00000060709.12,3360
ENSG00000198598.5,1686
ENSG00000183495.12,9372
ENSG00000187848.11,1246.5
ENSG00000072609.16,1886.25
ENSG00000196458.9,1972.5
ENSG00000198393.6,1602
ENSG00000198040.9,2217
ENSG00000132950.17,888
ENSG00000032742.16,2488.5
ENSG00000165480.14,1203
ENSG00000205863.8,1002
ENSG00000075673.10,3129
ENSG00000180730.4,888
ENSG00000152484.12,1113
ENSG00000122025.13,2982
ENSG00000102781.12,1473
ENSG00000120699.11,831
ENSG00000150893.10,9510
ENSG00000188811.11,943.5
ENSG00000102763.14,4419
ENSG00000151778.9,198
ENSG00000174032.15,799.5
ENSG00000102445.17,1688.5
ENSG00000136141.13,2190
ENSG00000139687.12,2787
ENSG00000136147.15,937.5
ENSG00000253710.2,1479
ENSG00000253797.2,2301
ENSG00000197168.10,2313
ENSG00000139675.11,963
ENSG00000118946.10,3480
ENSG00000204899.5,249
ENSG00000083535.14,2274
ENSG00000152192.7,1260
ENSG00000152193.7,2181
ENSG00000102471.12,1011
ENSG00000065150.17,3294
ENSG00000125246.14,972
ENSG00000134899.16,3561
ENSG00000204442.3,1377
ENSG00000139826.5,1014
ENSG00000041515.14,5610
ENSG00000068650.17,3405
ENSG00000150401.13,780
ENSG00000185989.10,2505
ENSG00000176294.4,924
ENSG00000182545.6,651
ENSG00000165801.8,4560
ENSG00000092203.12,1866
ENSG00000165819.10,1743
ENSG00000165821.10,2921
ENSG00000129460.14,942
ENSG00000259431.4,478
ENSG00000186648.13,4119
ENSG00000136305.10,660
ENSG00000139899.9,618
ENSG00000100441.8,2037
ENSG00000100852.11,4507.5
ENSG00000100890.14,1389.75
ENSG00000174373.14,6611.142857
ENSG00000100916.12,972
ENSG00000179476.6,933
ENSG00000187790.9,4742
ENSG00000165496.4,645
ENSG00000100479.11,1533
ENSG00000125375.13,436
ENSG00000100503.22,5737.5
ENSG00000100504.15,2493
ENSG00000186469.7,216
ENSG00000087301.7,2478
ENSG00000020577.12,1696
ENSG00000168175.13,738
ENSG00000178974.8,2136
ENSG00000126775.8,1479
ENSG00000139977.12,1089
ENSG00000139971.14,2325
ENSG00000131966.12,1254
ENSG00000126773.11,3168
ENSG00000126814.6,1530
ENSG00000182107.6,1056
ENSG00000126804.12,2038.5
ENSG00000070182.16,6700.5
ENSG00000258289.6,306
ENSG00000072042.11,852
ENSG00000139990.16,2304.75
ENSG00000100626.15,1677
ENSG00000100650.14,618
ENSG00000134007.3,2181
ENSG00000006432.14,3062
ENSG00000119707.12,2532
ENSG00000100767.14,3794
ENSG00000184227.6,1266
ENSG00000205669.2,945
ENSG00000119636.14,1590
ENSG00000205659.9,339
ENSG00000119655.7,453
ENSG00000165898.12,324
ENSG00000119685.18,3846
ENSG00000100580.7,978
ENSG00000100583.4,2025
ENSG00000100601.8,1170
ENSG00000100629.15,3285
ENSG00000100722.17,1819.285714
ENSG00000053254.14,1440
ENSG00000100764.12,1213.5
ENSG00000165914.13,2532
ENSG00000133943.19,1527.6
ENSG00000133962.6,3351
ENSG00000100599.14,2958
ENSG00000011114.13,2326
ENSG00000165949.11,369
ENSG00000186910.3,1269
ENSG00000196136.15,1272
ENSG00000213231.11,387
ENSG00000100744.13,420
ENSG00000066629.15,2476.5
ENSG00000197119.11,912
ENSG00000176473.12,1635
ENSG00000196663.14,4020
ENSG00000205436.6,2169
ENSG00000126214.19,1786.5
ENSG00000184601.9,508.5
ENSG00000179364.12,2610
ENSG00000182979.16,1912.5
ENSG00000114062.16,2561.4
ENSG00000206190.10,4500
ENSG00000166664.12,1102.5
ENSG00000198690.8,2328
ENSG00000184507.14,3445
ENSG00000176454.12,1575
ENSG00000166068.11,1335
ENSG00000137801.10,3513
ENSG00000137815.13,2133
ENSG00000137802.12,4256
ENSG00000159337.6,2457
ENSG00000168907.12,2550
ENSG00000103978.14,1107
ENSG00000103994.15,4479
ENSG00000140326.11,3684
ENSG00000137842.5,1932
ENSG00000104055.13,2040
ENSG00000159495.7,2133
ENSG00000168803.13,953
ENSG00000168781.20,4302.6
ENSG00000223572.8,1254
ENSG00000140264.18,308.25
ENSG00000137857.16,4656
ENSG00000137872.14,2589
ENSG00000104177.16,1767
ENSG00000128951.12,546
ENSG00000166147.12,8616
ENSG00000138593.7,3238.5
ENSG00000166200.13,1342.5
ENSG00000156958.13,1342
ENSG00000166262.14,1221
ENSG00000104043.13,3579
ENSG00000081014.9,3301.5
ENSG00000183578.5,747
ENSG00000128989.9,342
ENSG00000137871.18,2106
ENSG00000255529.6,871.5
ENSG00000157483.7,3327
ENSG00000171956.6,978
ENSG00000198535.5,1110
ENSG00000205502.3,1095
ENSG00000171914.13,7629
ENSG00000140455.15,1497
ENSG00000028528.13,1539
ENSG00000180357.8,4236
ENSG00000166831.7,630
ENSG00000255346.8,2235
ENSG00000138604.8,1854
ENSG00000137807.12,2793
ENSG00000137821.10,1855.2
ENSG00000175318.10,1065
ENSG00000067225.16,1650.5
ENSG00000205363.5,882
ENSG00000140459.16,1329
ENSG00000140505.6,1551
ENSG00000178761.13,597
ENSG00000140400.13,3044.25
ENSG00000140374.14,928.5
ENSG00000167202.10,2818.5
ENSG00000136378.13,5061
ENSG00000169330.7,2751
ENSG00000172379.17,2154
ENSG00000117899.9,705
ENSG00000188659.8,1287
ENSG00000169609.12,472
ENSG00000166503.7,612
ENSG00000166716.8,3804
ENSG00000170776.18,7067
ENSG00000140522.10,954
ENSG00000166813.13,4032
ENSG00000140527.13,1520
ENSG00000183208.11,1158
ENSG00000182768.8,876
ENSG00000196391.9,1452
ENSG00000140577.14,1858.5
ENSG00000196547.13,3453
ENSG00000166965.11,1131
ENSG00000198901.12,1754
ENSG00000140563.13,2010
ENSG00000007384.14,2568
ENSG00000103152.10,875
ENSG00000086504.14,771
ENSG00000090565.14,2338.5
ENSG00000130731.14,509
ENSG00000162004.15,1365
ENSG00000103253.16,802
ENSG00000102854.13,1881
ENSG00000184471.7,759
ENSG00000059145.17,1068.75
ENSG00000103249.16,2418
ENSG00000251692.6,1429.5
ENSG00000100726.13,2514
ENSG00000162032.14,1068
ENSG00000127554.12,618
ENSG00000008710.16,12910.5
ENSG00000167967.14,2048
ENSG00000167978.15,8259
ENSG00000103363.13,421.5
ENSG00000008517.15,537
ENSG00000103351.11,1095
ENSG00000162104.8,4062
ENSG00000103199.12,1384.5
ENSG00000187555.13,3285
ENSG00000189067.11,472.5
ENSG00000153066.11,2917.5
ENSG00000175595.13,2751
ENSG00000186260.15,2520
ENSG00000179889.17,1969.5
ENSG00000205730.6,1608
ENSG00000103544.13,2892
ENSG00000180269.7,1062
ENSG00000183747.10,1615.5
ENSG00000140743.6,1365
ENSG00000083093.8,3118.5
ENSG00000134398.11,2703
ENSG00000140750.15,2529
ENSG00000155592.14,2904
ENSG00000077235.16,6292.5
ENSG00000047578.11,4857
ENSG00000188322.4,1275
ENSG00000196502.10,888
ENSG00000178188.13,1836.75
ENSG00000169627.7,217.5
ENSG00000005844.16,3387
ENSG00000196118.10,765
ENSG00000099381.15,5124
ENSG00000178226.9,2460
ENSG00000177238.12,1434
ENSG00000156886.11,3486
ENSG00000185947.13,2232
ENSG00000102935.10,3728.25
ENSG00000103494.11,2654.5
ENSG00000140718.17,1518
ENSG00000159387.7,1341
ENSG00000198848.11,1704
ENSG00000125124.10,2166
ENSG00000205362.9,186
ENSG00000198417.6,160.5
ENSG00000088682.12,957
ENSG00000205336.10,2075
ENSG00000166188.2,1749
ENSG00000205250.7,1242
ENSG00000196155.11,3454.5
ENSG00000159708.16,2083.5
ENSG00000159761.13,954
ENSG00000141084.9,1867
ENSG00000103064.12,1548
ENSG00000157335.18,1341
ENSG00000090861.14,2907
ENSG00000132613.13,2244
ENSG00000040199.17,3871.5
ENSG00000166747.11,2473.5
ENSG00000102984.13,924
ENSG00000118557.14,3024
ENSG00000140839.10,1354.5
ENSG00000090863.10,3577
ENSG00000168411.12,2325
ENSG00000168404.11,1104
ENSG00000103091.13,2320.5
ENSG00000168928.11,792
ENSG00000168925.9,792
ENSG00000166848.5,1200
ENSG00000171724.2,1260
ENSG00000166446.13,1521
ENSG00000166454.8,2238
ENSG00000166558.9,1308
ENSG00000103168.15,2271
ENSG00000140950.14,1371
ENSG00000135709.11,1116
ENSG00000153789.11,915
ENSG00000103264.14,1362
ENSG00000179588.7,3021
ENSG00000051523.9,588
ENSG00000185669.5,879
ENSG00000174177.11,1589
ENSG00000167513.7,1641
ENSG00000198931.9,474
ENSG00000167522.13,7992
ENSG00000187741.13,2583.75
ENSG00000204991.9,2145
ENSG00000187624.8,1272
ENSG00000167699.12,919.5
ENSG00000177370.4,585
ENSG00000167721.9,2415
ENSG00000141258.11,3047
ENSG00000007168.11,1233
ENSG00000083457.10,3540
ENSG00000132388.11,513
ENSG00000161920.8,306
ENSG00000182327.7,876
ENSG00000129197.13,528.6
ENSG00000091592.14,4274.4
ENSG00000179314.12,1728
ENSG00000129195.14,732
ENSG00000258315.4,505
ENSG00000213859.4,757.5
ENSG00000129194.6,702
ENSG00000129244.7,873
ENSG00000183914.13,7951.5
ENSG00000132510.9,4990.5
ENSG00000170004.15,6028
ENSG00000220205.7,354
ENSG00000170310.13,711
ENSG00000187824.7,443
ENSG00000154957.12,1648.5
ENSG00000223510.5,468
ENSG00000166582.8,819
ENSG00000187688.13,2295
ENSG00000133030.18,4491
ENSG00000154803.11,1384.5
ENSG00000205309.12,687
ENSG00000175662.16,1346
ENSG00000171953.14,870
ENSG00000131899.9,3195
ENSG00000171916.15,1071
ENSG00000128487.15,2494.090909
ENSG00000109083.12,378.6
ENSG00000076382.15,3582
ENSG00000007202.13,6493.5
ENSG00000109111.13,5181
ENSG00000160602.12,2079
ENSG00000108256.7,2088
ENSG00000160551.8,2784
ENSG00000168792.4,1407
ENSG00000108578.13,1368
ENSG00000182271.11,723
ENSG00000176390.11,1329
ENSG00000126860.10,745.5
ENSG00000185158.11,2721
ENSG00000126858.15,1932
ENSG00000141314.11,1109
ENSG00000176658.15,2493.75
ENSG00000132141.12,1511
ENSG00000198783.5,1119
ENSG00000166750.8,1923
ENSG00000154760.12,2694
ENSG00000006125.15,2835
ENSG00000270647.4,1774.5
ENSG00000276409.3,306
ENSG00000276085.1,282
ENSG00000278619.3,1062
ENSG00000275700.3,1647
ENSG00000274211.3,1938
ENSG00000277258.3,1035
ENSG00000108306.10,1263
ENSG00000161395.11,780
ENSG00000141736.12,3181.5
ENSG00000212901.3,297
ENSG00000108417.3,1350
ENSG00000171403.8,1872
ENSG00000168610.13,2232.818182
ENSG00000037042.8,1356
ENSG00000108799.11,2195
ENSG00000183978.7,321
ENSG00000131096.9,283.5
ENSG00000108840.14,3370.5
ENSG00000005961.16,3120
ENSG00000186566.10,4509
ENSG00000184361.11,1155
ENSG00000225190.7,2866.5
ENSG00000185294.6,2055
ENSG00000141293.14,1080
ENSG00000120094.6,906
ENSG00000198740.7,1821
ENSG00000108823.14,978
ENSG00000136449.12,2826
ENSG00000108846.14,3151.5
ENSG00000154975.12,987
ENSG00000153930.9,2866.5
ENSG00000136451.7,1552.5
ENSG00000167419.9,2014.5
ENSG00000176160.8,1791
ENSG00000121101.14,4442
ENSG00000108395.12,2861
ENSG00000175155.7,360
ENSG00000141367.10,5034
ENSG00000170832.11,4815
ENSG00000141371.11,711
ENSG00000062725.8,1758
ENSG00000198909.6,1921.5
ENSG00000198231.11,2817
ENSG00000256525.5,1458
ENSG00000108854.14,2247
ENSG00000176809.9,3582
ENSG00000154240.15,2082
ENSG00000182481.7,1590
ENSG00000141540.9,1263
ENSG00000196169.13,2997
ENSG00000204347.3,1437
ENSG00000167851.12,606
ENSG00000109066.12,1218
ENSG00000161509.12,3162
ENSG00000182040.7,1386
ENSG00000167861.14,2367
ENSG00000180901.9,792
ENSG00000189159.14,446
ENSG00000125450.9,1903.5
ENSG00000177728.13,4069.5
ENSG00000108469.13,1839
ENSG00000132481.5,1917
ENSG00000129654.7,1266
ENSG00000141576.13,2007
ENSG00000129646.12,5577
ENSG00000175931.11,3879
ENSG00000129667.11,2527.5
ENSG00000182534.12,576
ENSG00000141524.14,2328
ENSG00000167895.13,2181
ENSG00000183077.14,919.5
ENSG00000108669.15,1152.75
ENSG00000055483.18,3372
ENSG00000141582.13,1683
ENSG00000171298.11,2859
ENSG00000171246.5,1299
ENSG00000141577.12,3193.5
ENSG00000185504.15,2646
ENSG00000204237.4,361.5
ENSG00000182676.4,465
ENSG00000183684.7,795
ENSG00000185269.10,1491
ENSG00000169689.13,252.75
ENSG00000169733.10,996
ENSG00000169718.16,1422
ENSG00000178927.15,543
ENSG00000141562.16,1264
ENSG00000175711.7,796.5
ENSG00000176845.11,813
ENSG00000101557.13,1432.5
ENSG00000158270.11,2229
ENSG00000088756.11,1972
ENSG00000101680.12,9228
ENSG00000134278.13,2001.75
ENSG00000085415.14,1174.5
ENSG00000101639.17,7614
ENSG00000168675.17,804
ENSG00000175322.10,1623
ENSG00000141446.9,2523
ENSG00000167088.9,360
ENSG00000158201.8,982
ENSG00000141452.8,1830
ENSG00000168234.11,1095.75
ENSG00000198795.9,3606
ENSG00000141380.12,1203
ENSG00000154611.13,709.5
ENSG00000134762.15,2691
ENSG00000197705.8,1887
ENSG00000186812.11,1216.5
ENSG00000134775.14,4486
ENSG00000134779.13,739.125
ENSG00000101489.17,1435.2
ENSG00000197046.10,987
ENSG00000152229.17,1005
ENSG00000141622.12,753
ENSG00000078043.14,1792.5
ENSG00000167216.15,1332
ENSG00000167220.10,780
ENSG00000184828.8,1860
ENSG00000177576.9,231
ENSG00000177511.5,1143
ENSG00000134440.10,1647
ENSG00000183287.12,1221
ENSG00000206075.12,1128
ENSG00000166479.8,849
ENSG00000206052.9,996
ENSG00000141759.13,322.5
ENSG00000101544.7,3396
ENSG00000105556.9,1638
ENSG00000099864.16,1098
ENSG00000011304.15,1650.75
ENSG00000196415.8,771
ENSG00000116032.5,3132
ENSG00000180448.9,3133.8
ENSG00000167470.11,1471.5
ENSG00000181588.16,1956
ENSG00000079313.10,3666
ENSG00000129968.14,1009.5
ENSG00000099860.7,483
ENSG00000125912.9,1692
ENSG00000179855.5,2494.5
ENSG00000186111.7,2018
ENSG00000105289.13,2773.5
ENSG00000141985.8,995
ENSG00000167670.14,2871
ENSG00000130254.10,2862
ENSG00000141994.14,1590
ENSG00000187650.3,510
ENSG00000125648.13,1407
ENSG00000125730.15,4992
ENSG00000198816.5,1707
ENSG00000032444.14,4028.25
ENSG00000076924.10,2568
ENSG00000174788.8,387
ENSG00000188000.3,939
ENSG00000197961.10,1173
ENSG00000267673.5,552
ENSG00000079805.15,2607.6
ENSG00000105518.12,570
ENSG00000205517.11,2142
ENSG00000130175.8,1591
ENSG00000196361.8,1093.5
ENSG00000198429.8,1075.5
ENSG00000196757.6,2233.5
ENSG00000196646.10,1575
ENSG00000180855.14,2016
ENSG00000104774.11,3034.5
ENSG00000198356.10,1047
ENSG00000105613.8,4713
ENSG00000104915.13,689.25
ENSG00000132003.8,3145.5
ENSG00000132017.9,1803
ENSG00000123146.18,2366
ENSG00000127507.16,2322
ENSG00000127527.12,2349.75
ENSG00000188039.12,4299
ENSG00000127511.8,3015
ENSG00000131351.13,1231.5
ENSG00000074855.9,3699
ENSG00000130299.15,1503.75
ENSG00000130300.7,1329
ENSG00000130304.15,1941
ENSG00000130479.9,3141
ENSG00000130475.13,2458.714286
ENSG00000096996.14,1567.5
ENSG00000130518.15,3684
ENSG00000130522.5,1044
ENSG00000105701.14,1240.5
ENSG00000006016.9,1269
ENSG00000105662.14,1929
ENSG00000105676.12,1468.5
ENSG00000181035.12,957
ENSG00000184162.13,462
ENSG00000129933.19,1842
ENSG00000105726.15,3615
ENSG00000181896.10,1131
ENSG00000184635.12,1863
ENSG00000188171.13,933
ENSG00000105750.13,1026
ENSG00000118620.11,1713
ENSG00000196705.7,1731
ENSG00000182141.8,1692
ENSG00000197372.8,1707
ENSG00000213096.8,1519.8
ENSG00000198597.7,3984
ENSG00000168813.15,2862
ENSG00000105186.13,3153
ENSG00000121289.16,2352
ENSG00000205209.6,291
ENSG00000197841.13,1714.5
ENSG00000153896.16,1767
ENSG00000105707.12,1254
ENSG00000105672.13,749
ENSG00000161270.18,3726
ENSG00000105290.10,1954.5
ENSG00000126264.8,280.5
ENSG00000205138.3,348
ENSG00000161277.10,825
ENSG00000075702.15,4446
ENSG00000142065.12,1602
ENSG00000254004.5,1239
ENSG00000161298.15,1651.5
ENSG00000120784.14,1560
ENSG00000198182.11,2089.5
ENSG00000105738.9,5346
ENSG00000011332.18,1117.2
ENSG00000196218.10,15109.5
ENSG00000205076.4,411
ENSG00000104823.7,987
ENSG00000104824.15,1570.5
ENSG00000104835.13,1560
ENSG00000183760.9,1161
ENSG00000179134.13,2082
ENSG00000063322.12,597
ENSG00000090924.13,3203
ENSG00000105197.9,1062
ENSG00000105205.6,429
ENSG00000197782.13,1444
ENSG00000105223.17,1473
ENSG00000090013.8,621
ENSG00000167578.15,642
ENSG00000105329.8,1173
ENSG00000105341.17,615.75
ENSG00000105352.9,735
ENSG00000142025.14,1104
ENSG00000028277.19,1512.5
ENSG00000188368.8,1071
ENSG00000124467.17,1145
ENSG00000243137.6,1074
ENSG00000167378.7,1872
ENSG00000105771.12,1563
ENSG00000159882.11,1425
ENSG00000159885.12,1416
ENSG00000267680.4,2124
ENSG00000159915.11,1218
ENSG00000159917.13,2211
ENSG00000104884.13,1750.5
ENSG00000104881.13,2487
ENSG00000125753.12,1143
ENSG00000125743.9,307
